code,datetime,open,high,low,close,volume,value,date,minute_of_day,prev_close,ret_1m,range_pos,upper_shadow_ratio,body_ratio,vol_ma20,value_ma20,vol_slot_ma5,value_slot_ma5,vol_ratio_20,vol_ratio_slot,spike_hit,spike_hits_5m,score,fwd_ret_5m_pct,fwd_ret_15m_pct,fwd_ret_30m_pct,rank_at_minute
034730,2026-01-23 09:20:00,296500.0,300000.0,296250.0,299250.0,8557,8610191500,2026-01-23,560,296500.0,0.009274873524451888,0.8,0.2,0.7333333333333333,1030.15,3329904675.0,1682.3333333333333,11956253583.333334,8.306557297480948,5.086387953239549,1,3.0,1.7725994935614544,0.25062656641603454,-0.25062656641604564,0.25062656641603454,1
196170,2026-01-23 10:34:00,384500.0,387000.0,384000.0,387000.0,30304,213646838500,2026-01-23,634,384500.0,0.006501950585175553,1.0,0.0,0.8333333333333334,8138.65,166268089175.0,7857.333333333333,575861710583.3334,3.7234676512689453,3.856779229594434,1,3.0,1.4020883581040469,-0.6459948320413411,-0.3875968992248069,0.5167958656330685,1
000660,2026-01-23 12:06:00,758000.0,762000.0,757000.0,762000.0,53224,1116445924000,2026-01-23,726,758000.0,0.005277044854881341,1.0,0.0,0.8,5805.85,1022729668350.0,6424.0,1508227388166.6667,9.167305390252935,8.285180572851806,1,3.0,1.9436565382965338,-0.45931758530183275,-0.3937007874015741,-0.7874015748031482,1
000660,2026-01-23 15:02:00,770000.0,776000.0,769000.0,774500.0,79769,2130782501500,2026-01-23,902,770000.0,0.005844155844155763,0.7857142857142857,0.21428571428571427,0.6428571428571429,20040.9,1875444146700.0,5508.333333333333,2204372897666.6665,3.980310265507038,14.481512859304086,1,3.0,1.921711285932314,-0.5164622336991553,-1.0974822466107148,,1
247540,2026-01-26 10:28:00,194700.0,195500.0,194600.0,195200.0,53443,321243024500,2026-01-26,628,194700.0,0.002568053415511029,0.6666666666666666,0.3333333333333333,0.5555555555555556,14032.9,280671091227.5,1584.25,88294942887.5,3.8084073855012153,33.733943506391036,1,3.0,2.21795504164444,0.7172131147541005,1.383196721311486,1.6393442622950838,1
003670,2026-01-26 10:33:00,223000.0,223500.0,222000.0,223500.0,7895,64378951500,2026-01-26,633,223000.0,0.0022421524663676085,1.0,0.0,0.3333333333333333,2519.3,55542582912.5,2066.6666666666665,94913210133.33333,3.1338070098836974,3.820161290322581,1,4.0,1.2881151843866498,-0.6711409395973145,-0.22371364653244186,-0.4474272930648726,1
035720,2026-01-26 10:51:00,60400.0,60500.0,60300.0,60500.0,46252,115100699250,2026-01-26,651,60300.0,0.0033167495854062867,1.0,0.0,0.5,10019.8,105227028112.5,6005.25,103589875012.5,4.616060200802411,7.701927480121561,1,3.0,1.6773169266974541,0.16528925619834212,1.1570247933884392,1.1570247933884392,1
003670,2026-01-26 12:41:00,226500.0,228500.0,226500.0,228000.0,22065,145339996000,2026-01-26,761,227000.0,0.004405286343612369,0.75,0.25,0.75,1699.7,136283617337.5,1091.3333333333333,124906366216.66667,12.981702653409425,20.21838729383018,1,3.0,2.401482286599101,0.0,-0.21929824561403022,-0.43859649122807154,1
086520,2026-01-26 12:54:00,126600.0,127500.0,126500.0,127500.0,90856,1176187717850,2026-01-26,774,126600.0,0.007109004739336511,1.0,0.0,0.9,22485.7,1131673326222.5,6157.25,304921727887.5,4.040612478152782,14.75593812172642,1,3.0,1.9635175234580688,0.7843137254901933,0.7843137254901933,0.5490196078431264,1
086520,2026-01-26 12:55:00,127500.0,128200.0,127400.0,128200.0,94509,1188266643100,2026-01-26,775,127500.0,0.005490196078431264,1.0,0.0,0.875,25747.25,1134926048160.0,4373.25,305368894937.5,3.6706444377554885,21.610701423426512,1,3.0,2.0750974000979205,0.6240249609984483,-0.07800312012480326,-0.23400936037440978,1
086520,2026-01-26 14:50:00,126700.0,127100.0,126600.0,127100.0,43944,1572529423400,2026-01-26,890,126700.0,0.0031570639305444903,1.0,0.0,0.8,14294.7,1546572001590.0,7235.25,364113744825.0,3.0741463619383405,6.073598009743962,1,4.0,1.46935356224024,0.0,1.730920535011804,2.4390243902439046,1
096770,2026-01-26 15:15:00,113900.0,114400.0,113900.0,114300.0,7656,42832775750,2026-01-26,915,113900.0,0.0035118525021948788,0.8,0.2,0.8,1536.7,39937639872.5,2115.0,52916195700.0,4.982104509663564,3.6198581560283687,1,3.0,1.4074119394022733,-0.17497812773403787,,,1
017670,2026-01-27 09:50:00,67800.0,68300.0,67700.0,68200.0,68264,101305763000,2026-01-27,590,67800.0,0.005899705014749346,0.8333333333333334,0.16666666666666666,0.6666666666666666,18841.15,80526546837.5,11679.0,39643266190.0,3.6231334074618586,5.845020977823443,1,3.0,1.5316223731046361,0.14662756598240456,0.8797653958944274,-0.7331378299120228,1
